Datum;Eröffnung;Hoch;Tief;Schluss;Währung;Volumen
12.12.2007;1.601,35;1.601,35;1.601,35;1.601,35;Pkt.;0
13.12.2007;1.582,12;1.582,12;1.582,12;1.582,12;Pkt.;0
14.12.2007;1.552,77;1.552,77;1.552,77;1.552,77;Pkt.;0
17.12.2007;1.556,84;1.556,84;1.556,84;1.556,84;Pkt.;0
18.12.2007;1.552,42;1.552,42;1.552,42;1.552,42;Pkt.;0
19.12.2007;1.556,93;1.556,93;1.556,93;1.556,93;Pkt.;0
20.12.2007;1.580,55;1.580,55;1.580,55;1.580,55;Pkt.;0
21.12.2007;1.589,45;1.589,45;1.589,45;1.589,45;Pkt.;0
24.12.2007;1.592,40;1.592,40;1.592,40;1.592,40;Pkt.;0
26.12.2007;1.598,19;1.598,19;1.590,15;1.590,15;Pkt.;0
27.12.2007;1.594,79;1.594,79;1.594,79;1.594,79;Pkt.;0
28.12.2007;1.588,80;1.588,80;1.588,80;1.588,80;Pkt.;0
31.12.2007;1.588,80;1.588,80;1.588,80;1.588,80;Pkt.;0
02.01.2008;1.578,13;1.578,13;1.576,46;1.576,46;Pkt.;0
03.01.2008;1.543,31;1.543,31;1.543,31;1.543,31;Pkt.;0
04.01.2008;1.537,14;1.537,14;1.537,14;1.537,14;Pkt.;0
07.01.2008;1.526,91;1.526,91;1.526,91;1.526,91;Pkt.;0
08.01.2008;1.529,69;1.529,69;1.529,69;1.529,69;Pkt.;0
09.01.2008;1.529,88;1.529,88;1.529,88;1.529,88;Pkt.;0
10.01.2008;1.515,93;1.515,93;1.515,93;1.515,93;Pkt.;0
11.01.2008;1.530,29;1.530,29;1.530,29;1.530,29;Pkt.;0
14.01.2008;1.494,11;1.494,11;1.494,11;1.494,11;Pkt.;0
15.01.2008;1.469,56;1.469,56;1.469,56;1.469,56;Pkt.;0
16.01.2008;1.448,79;1.448,79;1.448,79;1.448,79;Pkt.;0
17.01.2008;1.437,80;1.437,80;1.437,80;1.437,80;Pkt.;0
18.01.2008;1.395,29;1.395,29;1.395,29;1.395,29;Pkt.;0
22.01.2008;1.391,49;1.397,18;1.391,49;1.397,18;Pkt.;0
23.01.2008;1.440,02;1.440,02;1.440,02;1.440,02;Pkt.;0
24.01.2008;1.438,96;1.438,96;1.438,96;1.438,96;Pkt.;0
25.01.2008;1.443,39;1.443,39;1.443,39;1.443,39;Pkt.;0
28.01.2008;1.458,25;1.458,25;1.458,25;1.458,25;Pkt.;0
29.01.2008;1.449,37;1.449,37;1.449,37;1.449,37;Pkt.;0
30.01.2008;1.466,35;1.466,35;1.466,35;1.466,35;Pkt.;0
31.01.2008;1.487,56;1.487,56;1.487,56;1.487,56;Pkt.;0
01.02.2008;1.484,32;1.484,32;1.484,32;1.484,32;Pkt.;0
04.02.2008;1.436,18;1.436,18;1.436,18;1.436,18;Pkt.;0
05.02.2008;1.425,07;1.425,07;1.425,07;1.425,07;Pkt.;0
06.02.2008;1.416,49;1.416,49;1.416,49;1.416,49;Pkt.;0
07.02.2008;1.414,58;1.414,58;1.414,58;1.414,58;Pkt.;0
08.02.2008;1.414,45;1.414,45;1.414,45;1.414,45;Pkt.;0
11.02.2008;1.438,12;1.438,12;1.438,12;1.438,12;Pkt.;0
12.02.2008;1.445,47;1.445,47;1.445,47;1.445,47;Pkt.;0
13.02.2008;1.445,96;1.445,96;1.445,96;1.445,96;Pkt.;0
14.02.2008;1.439,50;1.439,50;1.439,50;1.439,50;Pkt.;0
15.02.2008;1.445,87;1.445,87;1.445,87;1.445,87;Pkt.;0
18.02.2008;1.453,42;1.453,42;1.453,42;1.453,42;Pkt.;0
19.02.2008;1.443,24;1.443,24;1.443,24;1.443,24;Pkt.;0
21.02.2008;1.448,93;1.448,93;1.448,93;1.448,93;Pkt.;0
22.02.2008;1.471,83;1.471,83;1.471,83;1.471,83;Pkt.;0
25.02.2008;1.487,42;1.487,42;1.487,42;1.487,42;Pkt.;0
26.02.2008;1.498,20;1.498,20;1.498,20;1.498,20;Pkt.;0
27.02.2008;1.485,42;1.485,42;1.485,42;1.485,42;Pkt.;0
28.02.2008;1.455,56;1.455,56;1.455,56;1.455,56;Pkt.;0
29.02.2008;1.441,75;1.441,75;1.441,75;1.441,75;Pkt.;0
03.03.2008;1.432,95;1.432,95;1.432,95;1.432,95;Pkt.;0
04.03.2008;1.444,99;1.444,99;1.444,99;1.444,99;Pkt.;0
05.03.2008;1.429,81;1.429,81;1.429,81;1.429,81;Pkt.;0
06.03.2008;1.411,27;1.411,27;1.411,27;1.411,27;Pkt.;0
07.03.2008;1.390,81;1.390,81;1.390,81;1.390,81;Pkt.;0
10.03.2008;1.420,86;1.420,86;1.420,86;1.420,86;Pkt.;0
11.03.2008;1.430,93;1.430,93;1.430,93;1.430,93;Pkt.;0
12.03.2008;1.428,62;1.428,62;1.428,62;1.428,62;Pkt.;0
13.03.2008;1.407,99;1.407,99;1.407,99;1.407,99;Pkt.;0
14.03.2008;1.378,56;1.378,56;1.378,56;1.378,56;Pkt.;0
17.03.2008;1.424,58;1.424,58;1.424,58;1.424,58;Pkt.;0
18.03.2008;1.400,35;1.400,35;1.400,35;1.400,35;Pkt.;0
19.03.2008;1.400,35;1.404,41;1.400,35;1.404,41;Pkt.;0
20.03.2008;1.406,98;1.406,98;1.406,98;1.406,98;Pkt.;0
21.03.2008;1.417,09;1.417,09;1.417,09;1.417,09;Pkt.;0
24.03.2008;1.448,57;1.448,57;1.448,57;1.448,57;Pkt.;0
25.03.2008;1.446,74;1.446,74;1.446,74;1.446,74;Pkt.;0
26.03.2008;1.446,74;1.446,74;1.446,74;1.446,74;Pkt.;0
28.03.2008;1.437,40;1.437,40;1.437,40;1.437,40;Pkt.;0
31.03.2008;1.467,76;1.467,76;1.467,76;1.467,76;Pkt.;0
01.04.2008;1.481,23;1.481,23;1.481,23;1.481,23;Pkt.;0
02.04.2008;1.485,48;1.485,48;1.485,48;1.485,48;Pkt.;0
03.04.2008;1.485,48;1.492,57;1.485,48;1.492,57;Pkt.;0
04.04.2008;1.498,54;1.498,54;1.498,54;1.498,54;Pkt.;0
07.04.2008;1.486,77;1.486,77;1.486,77;1.486,77;Pkt.;0
08.04.2008;1.476,89;1.476,89;1.476,89;1.476,89;Pkt.;0
09.04.2008;1.479,62;1.479,62;1.479,62;1.479,62;Pkt.;0
10.04.2008;1.461,42;1.461,42;1.461,42;1.461,42;Pkt.;0
11.04.2008;1.451,21;1.451,21;1.451,21;1.451,21;Pkt.;0
14.04.2008;1.456,90;1.456,90;1.456,90;1.456,90;Pkt.;0
15.04.2008;1.491,39;1.491,39;1.491,39;1.491,39;Pkt.;0
16.04.2008;1.488,12;1.488,12;1.488,12;1.488,12;Pkt.;0
17.04.2008;1.504,56;1.504,56;1.504,56;1.504,56;Pkt.;0
18.04.2008;1.504,56;1.512,64;1.504,56;1.512,64;Pkt.;0
21.04.2008;1.503,29;1.503,29;1.503,29;1.503,29;Pkt.;0
22.04.2008;1.504,51;1.504,51;1.504,51;1.504,51;Pkt.;0
23.04.2008;1.500,74;1.500,74;1.500,74;1.500,74;Pkt.;0
24.04.2008;1.514,52;1.514,52;1.514,52;1.514,52;Pkt.;0
25.04.2008;1.518,06;1.518,06;1.518,06;1.518,06;Pkt.;0
28.04.2008;1.510,02;1.510,02;1.510,02;1.510,02;Pkt.;0
29.04.2008;1.508,99;1.508,99;1.508,99;1.508,99;Pkt.;0
30.04.2008;1.515,93;1.515,93;1.515,93;1.515,93;Pkt.;0
01.05.2008;1.530,19;1.530,19;1.530,19;1.530,19;Pkt.;0
02.05.2008;1.529,74;1.529,74;1.529,74;1.529,74;Pkt.;0
05.05.2008;1.537,27;1.537,27;1.537,27;1.537,27;Pkt.;0
06.05.2008;1.537,27;1.537,27;1.523,27;1.523,27;Pkt.;0
07.05.2008;1.527,52;1.527,52;1.527,52;1.527,52;Pkt.;0
08.05.2008;1.513,69;1.513,69;1.513,69;1.513,69;Pkt.;0
09.05.2008;1.526,61;1.526,61;1.526,61;1.526,61;Pkt.;0
12.05.2008;1.526,12;1.526,12;1.526,12;1.526,12;Pkt.;0
13.05.2008;1.530,81;1.530,81;1.530,81;1.530,81;Pkt.;0
14.05.2008;1.545,57;1.545,57;1.545,57;1.545,57;Pkt.;0
15.05.2008;1.555,61;1.555,61;1.555,61;1.555,61;Pkt.;0
16.05.2008;1.560,68;1.560,68;1.560,68;1.560,68;Pkt.;0
19.05.2008;1.547,88;1.547,88;1.547,88;1.547,88;Pkt.;0
20.05.2008;1.532,58;1.532,58;1.532,58;1.532,58;Pkt.;0
21.05.2008;1.534,08;1.534,08;1.534,08;1.534,08;Pkt.;0
22.05.2008;1.517,41;1.517,41;1.517,41;1.517,41;Pkt.;0
23.05.2008;1.511,71;1.511,71;1.511,71;1.511,71;Pkt.;0
27.05.2008;1.512,95;1.515,15;1.512,95;1.515,15;Pkt.;0
28.05.2008;1.520,35;1.520,35;1.520,35;1.520,35;Pkt.;0
29.05.2008;1.525,73;1.525,73;1.525,73;1.525,73;Pkt.;0
30.05.2008;1.525,73;1.525,73;1.515,99;1.515,99;Pkt.;0
02.06.2008;1.509,23;1.509,23;1.509,23;1.509,23;Pkt.;0
03.06.2008;1.504,56;1.504,56;1.504,56;1.504,56;Pkt.;0
04.06.2008;1.518,64;1.518,64;1.518,64;1.518,64;Pkt.;0
05.06.2008;1.496,48;1.496,48;1.496,48;1.496,48;Pkt.;0
06.06.2008;1.489,01;1.489,01;1.489,01;1.489,01;Pkt.;0
09.06.2008;1.469,13;1.469,13;1.469,13;1.469,13;Pkt.;0
10.06.2008;1.453,19;1.453,19;1.453,19;1.453,19;Pkt.;0
11.06.2008;1.447,36;1.447,36;1.447,36;1.447,36;Pkt.;0
12.06.2008;1.459,96;1.459,96;1.459,96;1.459,96;Pkt.;0
13.06.2008;1.467,60;1.467,60;1.467,60;1.467,60;Pkt.;0
16.06.2008;1.468,74;1.468,74;1.468,74;1.468,74;Pkt.;0
17.06.2008;1.468,74;1.468,74;1.456,85;1.456,85;Pkt.;0
18.06.2008;1.450,15;1.450,15;1.450,15;1.450,15;Pkt.;0
19.06.2008;1.430,44;1.430,44;1.430,44;1.430,44;Pkt.;0
20.06.2008;1.424,48;1.424,48;1.424,48;1.424,48;Pkt.;0
23.06.2008;1.421,08;1.421,08;1.421,08;1.421,08;Pkt.;0
24.06.2008;1.428,39;1.428,39;1.428,39;1.428,39;Pkt.;0
25.06.2008;1.403,36;1.403,36;1.403,36;1.403,36;Pkt.;0
26.06.2008;1.397,59;1.397,59;1.397,59;1.397,59;Pkt.;0
27.06.2008;1.402,13;1.402,13;1.402,13;1.402,13;Pkt.;0
30.06.2008;1.392,58;1.392,58;1.392,58;1.392,58;Pkt.;0
01.07.2008;1.375,41;1.375,41;1.375,41;1.375,41;Pkt.;0
02.07.2008;1.372,84;1.372,84;1.372,84;1.372,84;Pkt.;0
03.07.2008;1.367,04;1.367,04;1.367,04;1.367,04;Pkt.;0
07.07.2008;1.364,98;1.365,94;1.364,98;1.365,94;Pkt.;0
08.07.2008;1.361,74;1.361,74;1.361,74;1.361,74;Pkt.;0
09.07.2008;1.359,91;1.359,91;1.359,91;1.359,91;Pkt.;0
10.07.2008;1.345,47;1.345,47;1.345,47;1.345,47;Pkt.;0
11.07.2008;1.341,64;1.341,64;1.341,64;1.341,64;Pkt.;0
14.07.2008;1.323,97;1.323,97;1.323,97;1.323,97;Pkt.;0
15.07.2008;1.337,53;1.337,53;1.337,53;1.337,53;Pkt.;0
16.07.2008;1.359,96;1.359,96;1.359,96;1.359,96;Pkt.;0
17.07.2008;1.362,52;1.362,52;1.362,52;1.362,52;Pkt.;0
18.07.2008;1.369,16;1.369,16;1.369,16;1.369,16;Pkt.;0
21.07.2008;1.377,58;1.377,58;1.377,58;1.377,58;Pkt.;0
22.07.2008;1.385,42;1.385,42;1.385,42;1.385,42;Pkt.;0
23.07.2008;1.364,28;1.364,28;1.364,28;1.364,28;Pkt.;0
24.07.2008;1.360,69;1.360,69;1.360,69;1.360,69;Pkt.;0
25.07.2008;1.345,80;1.345,80;1.345,80;1.345,80;Pkt.;0
28.07.2008;1.353,23;1.353,23;1.353,23;1.353,23;Pkt.;0
29.07.2008;1.374,93;1.374,93;1.374,93;1.374,93;Pkt.;0
30.07.2008;1.366,70;1.366,70;1.366,70;1.366,70;Pkt.;0
31.07.2008;1.351,91;1.351,91;1.351,91;1.351,91;Pkt.;0
01.08.2008;1.338,71;1.338,71;1.338,71;1.338,71;Pkt.;0
04.08.2008;1.360,74;1.360,74;1.360,74;1.360,74;Pkt.;0
05.08.2008;1.369,23;1.369,23;1.369,23;1.369,23;Pkt.;0
06.08.2008;1.352,24;1.352,24;1.352,24;1.352,24;Pkt.;0
07.08.2008;1.357,83;1.357,83;1.357,83;1.357,83;Pkt.;0
08.08.2008;1.369,69;1.369,69;1.369,69;1.369,69;Pkt.;0
11.08.2008;1.357,05;1.357,05;1.357,05;1.357,05;Pkt.;0
12.08.2008;1.341,67;1.341,67;1.341,67;1.341,67;Pkt.;0
13.08.2008;1.347,22;1.347,22;1.347,22;1.347,22;Pkt.;0
14.08.2008;1.342,97;1.342,97;1.342,97;1.342,97;Pkt.;0
15.08.2008;1.335,28;1.335,28;1.335,28;1.335,28;Pkt.;0
18.08.2008;1.314,42;1.314,42;1.314,42;1.314,42;Pkt.;0
19.08.2008;1.322,53;1.322,53;1.322,53;1.322,53;Pkt.;0
20.08.2008;1.327,63;1.327,63;1.327,63;1.327,63;Pkt.;0
21.08.2008;1.337,53;1.337,53;1.337,53;1.337,53;Pkt.;0
22.08.2008;1.324,17;1.324,17;1.324,17;1.324,17;Pkt.;0
25.08.2008;1.321,83;1.321,83;1.321,83;1.321,83;Pkt.;0
26.08.2008;1.330,45;1.330,45;1.330,45;1.330,45;Pkt.;0
27.08.2008;1.347,31;1.347,31;1.347,31;1.347,31;Pkt.;0
28.08.2008;1.344,87;1.344,87;1.344,87;1.344,87;Pkt.;0
29.08.2008;1.335,60;1.335,60;1.335,60;1.335,60;Pkt.;0
02.09.2008;1.328,56;1.328,56;1.318,19;1.318,19;Pkt.;0
03.09.2008;1.282,03;1.282,03;1.282,03;1.282,03;Pkt.;0
04.09.2008;1.269,13;1.269,13;1.269,13;1.269,13;Pkt.;0
05.09.2008;1.297,56;1.297,56;1.297,56;1.297,56;Pkt.;0
08.09.2008;1.264,91;1.264,91;1.264,91;1.264,91;Pkt.;0
09.09.2008;1.264,27;1.264,27;1.264,27;1.264,27;Pkt.;0
10.09.2008;1.263,08;1.263,08;1.263,08;1.263,08;Pkt.;0
11.09.2008;1.283,14;1.283,14;1.283,14;1.283,14;Pkt.;0
12.09.2008;1.236,90;1.236,90;1.236,90;1.236,90;Pkt.;0
15.09.2008;1.228,09;1.228,09;1.228,09;1.228,09;Pkt.;0
16.09.2008;1.191,37;1.191,37;1.191,37;1.191,37;Pkt.;0
17.09.2008;1.216,77;1.216,77;1.216,77;1.216,77;Pkt.;0
18.09.2008;1.286,44;1.286,44;1.286,44;1.286,44;Pkt.;0
19.09.2008;1.264,89;1.264,89;1.264,89;1.264,89;Pkt.;0
22.09.2008;1.249,66;1.249,66;1.249,66;1.249,66;Pkt.;0
23.09.2008;1.244,03;1.244,03;1.244,03;1.244,03;Pkt.;0
24.09.2008;1.261,19;1.261,19;1.261,19;1.261,19;Pkt.;0
25.09.2008;1.261,19;1.261,19;1.250,37;1.250,37;Pkt.;0
26.09.2008;1.163,53;1.163,53;1.163,53;1.163,53;Pkt.;0
29.09.2008;1.163,53;1.182,44;1.163,53;1.182,44;Pkt.;0
30.09.2008;1.184,29;1.184,29;1.184,29;1.184,29;Pkt.;0
01.10.2008;1.141,42;1.141,42;1.141,42;1.141,42;Pkt.;0
02.10.2008;1.138,67;1.138,67;1.138,67;1.138,67;Pkt.;0
03.10.2008;1.072,99;1.072,99;1.072,99;1.072,99;Pkt.;0
06.10.2008;1.039,72;1.039,72;1.039,72;1.039,72;Pkt.;0
07.10.2008;1.003,69;1.003,69;1.003,69;1.003,69;Pkt.;0
08.10.2008;958,05;958,05;958,05;958,05;Pkt.;0
09.10.2008;910,33;910,33;910,33;910,33;Pkt.;0
10.10.2008;997,02;997,02;997,02;997,02;Pkt.;0
13.10.2008;1.022,59;1.022,59;1.022,59;1.022,59;Pkt.;0
14.10.2008;950,36;950,36;950,36;950,36;Pkt.;0
15.10.2008;937,10;937,10;937,10;937,10;Pkt.;0
16.10.2008;937,10;950,77;937,10;950,77;Pkt.;0
17.10.2008;989,59;989,59;989,59;989,59;Pkt.;0
20.10.2008;972,12;972,12;972,12;972,12;Pkt.;0
21.10.2008;909,84;909,84;909,84;909,84;Pkt.;0
22.10.2008;910,68;910,68;910,68;910,68;Pkt.;0
23.10.2008;871,64;871,64;871,64;871,64;Pkt.;0
24.10.2008;834,04;834,04;834,04;834,04;Pkt.;0
27.10.2008;892,19;892,19;892,19;892,19;Pkt.;0
28.10.2008;924,29;924,29;924,29;924,29;Pkt.;0
29.10.2008;952,15;952,15;952,15;952,15;Pkt.;0
30.10.2008;957,25;957,25;957,25;957,25;Pkt.;0
31.10.2008;961,49;961,49;961,49;961,49;Pkt.;0
03.11.2008;1.007,65;1.007,65;1.007,65;1.007,65;Pkt.;0
04.11.2008;982,98;982,98;982,98;982,98;Pkt.;0
05.11.2008;925,09;925,09;925,09;925,09;Pkt.;0
06.11.2008;939,28;939,28;939,28;939,28;Pkt.;0
07.11.2008;940,76;940,76;940,76;940,76;Pkt.;0
10.11.2008;906,28;906,28;906,28;906,28;Pkt.;0
11.11.2008;869,98;869,98;869,98;869,98;Pkt.;0
12.11.2008;893,95;893,95;893,95;893,95;Pkt.;0
13.11.2008;879,42;879,42;879,42;879,42;Pkt.;0
14.11.2008;879,42;879,42;858,83;858,83;Pkt.;0
17.11.2008;861,51;861,51;861,51;861,51;Pkt.;0
18.11.2008;821,63;821,63;821,63;821,63;Pkt.;0
19.11.2008;771,52;771,52;771,52;771,52;Pkt.;0
20.11.2008;794,84;794,84;794,84;794,84;Pkt.;0
21.11.2008;849,29;849,29;849,29;849,29;Pkt.;0
24.11.2008;863,24;863,24;863,24;863,24;Pkt.;0
25.11.2008;876,87;876,87;876,87;876,87;Pkt.;0
26.11.2008;884,74;884,74;884,74;884,74;Pkt.;0
28.11.2008;892,93;892,93;830,33;830,33;Pkt.;0
01.12.2008;846,74;846,74;846,74;846,74;Pkt.;0
02.12.2008;860,19;860,19;860,19;860,19;Pkt.;0
03.12.2008;844,58;844,58;844,58;844,58;Pkt.;0
04.12.2008;848,40;848,40;848,40;848,40;Pkt.;0
05.12.2008;894,89;894,89;894,89;894,89;Pkt.;0
08.12.2008;887,65;887,65;887,65;887,65;Pkt.;0
09.12.2008;899,09;899,09;899,09;899,09;Pkt.;0
10.12.2008;892,29;892,29;892,29;892,29;Pkt.;0
11.12.2008;885,37;885,37;885,37;885,37;Pkt.;0
12.12.2008;891,24;891,24;891,24;891,24;Pkt.;0
15.12.2008;917,07;917,07;917,07;917,07;Pkt.;0
16.12.2008;928,13;928,13;928,13;928,13;Pkt.;0
17.12.2008;919,44;919,44;919,44;919,44;Pkt.;0
18.12.2008;919,44;919,44;906,92;906,92;Pkt.;0
19.12.2008;892,73;892,73;892,73;892,73;Pkt.;0
22.12.2008;888,31;888,31;888,31;888,31;Pkt.;0
23.12.2008;887,96;887,96;887,96;887,96;Pkt.;0
24.12.2008;889,13;889,13;889,13;889,13;Pkt.;0
26.12.2008;893,42;901,08;893,42;901,08;Pkt.;0
29.12.2008;915,97;915,97;915,97;915,97;Pkt.;0
30.12.2008;920,23;920,23;920,23;920,23;Pkt.;0
31.12.2008;920,23;920,23;920,23;920,23;Pkt.;0
02.01.2009;945,97;945,97;945,27;945,27;Pkt.;0
05.01.2009;949,69;949,69;949,69;949,69;Pkt.;0
06.01.2009;939,60;939,60;939,60;939,60;Pkt.;0
07.01.2009;938,56;938,56;938,56;938,56;Pkt.;0
08.01.2009;922,64;922,64;922,64;922,64;Pkt.;0
09.01.2009;902,58;902,58;902,58;902,58;Pkt.;0
12.01.2009;889,42;889,42;889,42;889,42;Pkt.;0
13.01.2009;862,25;862,25;862,25;862,25;Pkt.;0
14.01.2009;853,35;853,35;853,35;853,35;Pkt.;0
15.01.2009;865,83;865,83;865,83;865,83;Pkt.;0
16.01.2009;859,62;859,62;859,62;859,62;Pkt.;0
20.01.2009;822,62;838,43;822,62;838,43;Pkt.;0
21.01.2009;830,42;830,42;830,42;830,42;Pkt.;0
22.01.2009;830,42;830,42;825,38;825,38;Pkt.;0
23.01.2009;841,92;841,92;841,92;841,92;Pkt.;0
26.01.2009;854,46;854,46;854,46;854,46;Pkt.;0
27.01.2009;878,83;878,83;878,83;878,83;Pkt.;0
28.01.2009;857,93;857,93;857,93;857,93;Pkt.;0
29.01.2009;838,83;838,83;838,83;838,83;Pkt.;0
30.01.2009;828,89;828,89;828,89;828,89;Pkt.;0
02.02.2009;843,77;843,77;843,77;843,77;Pkt.;0
03.02.2009;847,95;847,95;847,95;847,95;Pkt.;0
04.02.2009;852,94;852,94;852,94;852,94;Pkt.;0
05.02.2009;870,74;870,74;870,74;870,74;Pkt.;0
06.02.2009;870,74;876,94;870,74;876,94;Pkt.;0
09.02.2009;846,42;846,42;846,42;846,42;Pkt.;0
10.02.2009;845,04;845,04;845,04;845,04;Pkt.;0
11.02.2009;837,68;837,68;837,68;837,68;Pkt.;0
12.02.2009;837,02;837,02;837,02;837,02;Pkt.;0
13.02.2009;837,02;837,02;837,02;837,02;Pkt.;0
16.02.2009;831,04;831,04;831,04;831,04;Pkt.;0
17.02.2009;796,67;796,67;796,67;796,67;Pkt.;0
18.02.2009;790,18;790,18;790,18;790,18;Pkt.;0
19.02.2009;772,84;772,84;772,84;772,84;Pkt.;0
20.02.2009;757,29;757,29;757,29;757,29;Pkt.;0
23.02.2009;767,79;767,79;767,79;767,79;Pkt.;0
24.02.2009;763,81;763,81;763,81;763,81;Pkt.;0
25.02.2009;763,75;763,75;763,75;763,75;Pkt.;0
26.02.2009;750,86;750,86;750,86;750,86;Pkt.;0
27.02.2009;713,85;713,85;713,85;713,85;Pkt.;0
02.03.2009;705,35;705,35;705,35;705,35;Pkt.;0
03.03.2009;722,39;722,39;722,39;722,39;Pkt.;0
04.03.2009;700,46;700,46;700,46;700,46;Pkt.;0
05.03.2009;697,50;697,50;697,50;697,50;Pkt.;0
06.03.2009;688,64;688,64;688,64;688,64;Pkt.;0
09.03.2009;725,26;725,26;725,26;725,26;Pkt.;0
10.03.2009;730,95;730,95;730,95;730,95;Pkt.;0
11.03.2009;745,53;745,53;745,53;745,53;Pkt.;0
12.03.2009;756,41;756,41;756,41;756,41;Pkt.;0
13.03.2009;756,41;765,19;756,41;765,19;Pkt.;0
16.03.2009;778,58;778,58;778,58;778,58;Pkt.;0
17.03.2009;788,83;788,83;788,83;788,83;Pkt.;0
18.03.2009;803,11;803,11;803,11;803,11;Pkt.;0
19.03.2009;789,93;789,93;789,93;789,93;Pkt.;0
20.03.2009;830,16;830,16;830,16;830,16;Pkt.;0
23.03.2009;824,07;824,07;824,07;824,07;Pkt.;0
24.03.2009;829,44;829,44;829,44;829,44;Pkt.;0
25.03.2009;841,53;841,53;841,53;841,53;Pkt.;0
27.03.2009;792,65;792,65;792,65;792,65;Pkt.;0
30.03.2009;805,22;805,22;805,22;805,22;Pkt.;0
31.03.2009;817,56;817,56;817,56;817,56;Pkt.;0
01.04.2009;852,76;852,76;852,76;852,76;Pkt.;0
02.04.2009;854,90;854,90;854,90;854,90;Pkt.;0
03.04.2009;854,90;854,90;848,54;848,54;Pkt.;0
06.04.2009;832,79;832,79;832,79;832,79;Pkt.;0
07.04.2009;835,52;835,52;835,52;835,52;Pkt.;0
08.04.2009;861,37;861,37;861,37;861,37;Pkt.;0
09.04.2009;861,96;861,96;861,96;861,96;Pkt.;0
13.04.2009;866,41;866,41;861,86;861,86;Pkt.;0
14.04.2009;863,48;863,48;863,48;863,48;Pkt.;0
15.04.2009;875,59;875,59;875,59;875,59;Pkt.;0
16.04.2009;881,27;881,27;881,27;881,27;Pkt.;0
17.04.2009;849,12;849,12;849,12;849,12;Pkt.;0
20.04.2009;856,38;856,38;856,38;856,38;Pkt.;0
21.04.2009;857,49;857,49;857,49;857,49;Pkt.;0
22.04.2009;864,00;864,00;864,00;864,00;Pkt.;0
23.04.2009;882,26;882,26;882,26;882,26;Pkt.;0
24.04.2009;882,26;882,26;876,43;876,43;Pkt.;0
27.04.2009;866,31;866,31;866,31;866,31;Pkt.;0
28.04.2009;886,04;886,04;886,04;886,04;Pkt.;0
29.04.2009;893,03;893,03;893,03;893,03;Pkt.;0
30.04.2009;896,22;896,22;896,22;896,22;Pkt.;0
01.05.2009;921,53;921,53;921,53;921,53;Pkt.;0
04.05.2009;922,55;922,55;922,55;922,55;Pkt.;0
05.05.2009;934,77;934,77;934,77;934,77;Pkt.;0
06.05.2009;933,92;933,92;933,92;933,92;Pkt.;0
07.05.2009;953,57;953,57;953,57;953,57;Pkt.;0
08.05.2009;953,57;953,57;943,52;943,52;Pkt.;0
11.05.2009;941,64;941,64;941,64;941,64;Pkt.;0
12.05.2009;919,73;919,73;919,73;919,73;Pkt.;0
13.05.2009;920,98;920,98;920,98;920,98;Pkt.;0
14.05.2009;920,85;920,85;920,85;920,85;Pkt.;0
15.05.2009;936,28;936,28;936,28;936,28;Pkt.;0
18.05.2009;947,68;947,68;947,68;947,68;Pkt.;0
19.05.2009;953,47;953,47;953,47;953,47;Pkt.;0
20.05.2009;937,59;937,59;937,59;937,59;Pkt.;0
21.05.2009;941,25;941,25;941,25;941,25;Pkt.;0
22.05.2009;942,67;942,67;942,67;942,67;Pkt.;0
26.05.2009;958,27;958,27;952,14;952,14;Pkt.;0
27.05.2009;954,96;954,96;954,96;954,96;Pkt.;0
28.05.2009;970,00;970,00;970,00;970,00;Pkt.;0
29.05.2009;994,50;994,50;994,50;994,50;Pkt.;0
01.06.2009;1.000,08;1.000,08;1.000,08;1.000,08;Pkt.;0
02.06.2009;982,99;982,99;982,99;982,99;Pkt.;0
03.06.2009;986,03;986,03;986,03;986,03;Pkt.;0
04.06.2009;982,29;982,29;982,29;982,29;Pkt.;0
05.06.2009;975,19;975,19;975,19;975,19;Pkt.;0
08.06.2009;982,64;982,64;982,64;982,64;Pkt.;0
09.06.2009;982,64;987,53;982,64;987,53;Pkt.;0
10.06.2009;996,86;996,86;996,86;996,86;Pkt.;0
11.06.2009;994,39;994,39;994,39;994,39;Pkt.;0
12.06.2009;968,50;968,50;968,50;968,50;Pkt.;0
15.06.2009;960,02;960,02;960,02;960,02;Pkt.;0
16.06.2009;952,44;952,44;952,44;952,44;Pkt.;0
17.06.2009;958,48;958,48;958,48;958,48;Pkt.;0
18.06.2009;964,80;964,80;964,80;964,80;Pkt.;0
19.06.2009;939,17;939,17;939,17;939,17;Pkt.;0
22.06.2009;938,31;938,31;938,31;938,31;Pkt.;0
23.06.2009;951,09;951,09;951,09;951,09;Pkt.;0
24.06.2009;957,56;957,56;957,56;957,56;Pkt.;0
25.06.2009;963,77;963,77;963,77;963,77;Pkt.;0
26.06.2009;970,77;970,77;970,77;970,77;Pkt.;0
29.06.2009;964,05;964,05;964,05;964,05;Pkt.;0
30.06.2009;972,85;972,85;972,85;972,85;Pkt.;0
01.07.2009;947,71;947,71;947,71;947,71;Pkt.;0
02.07.2009;946,80;946,80;946,80;946,80;Pkt.;0
06.07.2009;940,86;940,86;929,90;929,90;Pkt.;0
07.07.2009;921,15;921,15;921,15;921,15;Pkt.;0
08.07.2009;926,60;926,60;926,60;926,60;Pkt.;0
09.07.2009;921,40;921,40;921,40;921,40;Pkt.;0
